qid,idx_old,question_old,gold_old,pred_old,f1_old,p_old,r_old,time_old,pred_new,f1_new,p_new,r_new,time_new,delta_f1,delta_time,delta_t,category
5ac0d83a554299294b219038,182,Randall Cunningham II was a multi-sport athlete at the high school located in what Nevada city?,Summerlin,Summerlin,1.0,1.0,1.0,8.26,Bishop Gorman High School,0.0,0.0,0.0,8.23,-1.0,-0.0299999999999993,-0.02999999999999936,实体跑偏/证据跑偏
5a8ee6915542990e94052bad,186,"What season was the character introduced that becomes the main antagonist in the  following season, from the animated television series created by Bryan Konietzko and Michael Dante DiMartino as a sequel to """", which aired from 2005 to 2008?",third,Third,1.0,1.0,1.0,8.05,Introduced in the third season,0.4,0.25,1.0,8.1,-0.6,0.0499999999999989,0.049999999999998934,多余解释/冗余输出（Precision掉）
5a7997a2554299029c4b5f59,190,Tefik Selim Mborja was a part of a party that held power in Albania until what year?,1943,1943,1.0,1.0,1.0,8.0,from 1939,0.0,0.0,0.0,8.22,-1.0,0.2200000000000006,0.22000000000000064,数字取值错误（值不同）
5a87bada5542994846c1cddc,194,In which city are the headquarters of the American research and scientific development company where Ravi Sethi worked as computer scientist located?,Murray Hill,Murray Hill,1.0,1.0,1.0,7.89,"Murray Hill, New Jersey",0.67,0.5,1.0,8.19,-0.3299999999999999,0.2999999999999998,0.2999999999999998,多余解释/冗余输出（Precision掉）
5a7ed2c655429930675135e5,204,"At the 71st Golden Globe Awards for television in 2013, what achievement did Breaking Bad, police sitcom Brooklyn Nine-Nine and American Hustle attain?",multiple awards,Multiple awards,1.0,1.0,1.0,8.01,Among the films and television shows that received multiple awards,0.36,0.22,1.0,8.18,-0.64,0.1699999999999999,0.16999999999999993,多余解释/冗余输出（Precision掉）
5ac3e0f7554299194317388b,205,Which actor does American Beauty and American Beauty have in common?,Kevin Spacey,Kevin Spacey,1.0,1.0,1.0,7.94,Sam Mendes,0.0,0.0,0.0,7.88,-1.0,-0.0600000000000005,-0.0600000000000005,实体跑偏/证据跑偏
5ac02e31554299294b218f3f,210,Which post DC Extended Universe actress will also play a role in what is intended to be the fifth installment of the DC Extended Universe?,Gal Gadot,Gal Gadot,1.0,1.0,1.0,7.84,Gal Gadot-Varsano,0.8,0.67,1.0,7.77,-0.1999999999999999,-0.0700000000000002,-0.07000000000000028,多余解释/冗余输出（Precision掉）
5a79ea435542996c55b2dc9e,211,Who was the captain of the only battleship to provide gunfire support during the Vietnam War?,Rear Adm. J. Edward Snyder,Rear Adm. J. Edward Snyder,1.0,1.0,1.0,7.79,"Rear Adm. J. Edward Snyder, USN (Ret.)",0.83,0.71,1.0,7.81,-0.17,0.0199999999999995,0.019999999999999574,多余解释/冗余输出（Precision掉）
5ae7ed17554299540e5a56a3,217,Ernest Foot was the best friend of the fighter pilot who had how many victories?,44,44,1.0,1.0,1.0,7.63,with 44 victories,0.5,0.33,1.0,7.94,-0.5,0.3100000000000005,0.3100000000000005,多余解释/冗余输出（Precision掉）
5a791a97554299148911f9f2,221,"Which Netflix series ""Unbreakable"" character is Elizabeth Claire Kemper known for playing?","Kimberly Couger ""Kimmy"" Schmidt",Kimmy Schmidt,0.67,1.0,0.5,8.38,Ellie Kemper,0.0,0.0,0.0,8.2,-0.67,-0.1800000000000015,-0.1800000000000015,实体跑偏/证据跑偏
5a738fe855429908901be2fb,225,What film was written and directed by Joby Harold with music written by Samuel Sim?,Awake,Awake,1.0,1.0,1.0,7.98,Awake is a 2007 American conspiracy thriller film written and directed by Joby Harold,0.14,0.08,1.0,8.29,-0.86,0.3099999999999987,0.3099999999999987,多余解释/冗余输出（Precision掉）
5adf3e355542993a75d26440,228,"How long is the bridge in the Öresund Region that connect Copenhagen, Denmark and Malmo, Sweden?",8 km,8 km,1.0,1.0,1.0,8.26,The bridge runs nearly 8 km,0.57,0.4,1.0,7.88,-0.43,-0.3799999999999999,-0.3799999999999999,多余解释/冗余输出（Precision掉）
5ac2659b55429963665199a1,247,"How many laps did Harry Prowell run during the 10,000 metres race at the 1967 Pan American Games?",25 laps,25,0.67,1.0,0.5,16.73,The event is part of the athletics programme at the Olympic Games and the World Championships in Athletics and is common at championship level events,0.0,0.0,0.0,8.3,-0.67,-8.43,-8.43,实体跑偏/证据跑偏
5ab7f97a5542991d322237ef,252,"What is Opry Mills in Nashville, Tennessee?",super-regional shopping mall,Shopping mall,0.67,1.0,0.5,8.34,"Opry Mills is a super-regional shopping mall owned by Simon Property Group, formerly by its initial owners Mills Corporation and Gaylord Entertainment",0.31,0.18,1.0,8.32,-0.36,-0.0199999999999995,-0.019999999999999574,实体跑偏/证据跑偏
5ae4563e5542996836b02c7f,255,"in 1999, Spirit Halloween LLC was purchased by a mall retailer that has how many stores in the United States and Canada ?",over 600 stores,over 600,0.8,1.0,0.67,9.16,over 600 stores in the United States and Canada,0.55,0.38,1.0,8.01,-0.25,-1.1500000000000004,-1.1500000000000004,数字/单位格式不一致（值相同）
5ac01bb8554299012d1db5a6,267,"Which American character actor who starred on the television series ""Stargate SG-1"" (1997–2007) and appeared in ""Episode 8"" of ""Twin Peaks"" as a guest star?",Don S. Davis,Don S. Davis,1.0,1.0,1.0,10.46,Don Sinclair Davis,0.67,0.67,0.67,8.12,-0.3299999999999999,-2.3400000000000016,-2.3400000000000016,实体跑偏/证据跑偏
5ae3ff575542995dadf242aa,269,What is the population according to the 2007 population census of the city in which the National Archives and Library of Ethiopia is located?,"3,384,569","3,384,569",1.0,1.0,1.0,37.82,"It has a population of 3,384,569",0.33,0.2,1.0,7.87,-0.6699999999999999,-29.95,-29.95,多余解释/冗余输出（Precision掉）
5ab3d69255429969a97a81c9,271,To which aircraft carrier was the VMF-213 Marine Fighting Squadron assigned to durning World War II?,USS Essex,USS Essex (CV-9),0.67,0.5,1.0,58.25,"With its assignment to the USS Essex (CV-9) and ""Air Group 4"",",0.29,0.17,1.0,8.01,-0.38,-50.24,-50.24,实体跑偏/证据跑偏
5ae406245542995dadf242e2,276,"Marion Greene was a health policy analyst for St. Judt Medical company, which had how many principal operations worldwide?",20,More than 20,0.5,0.33,1.0,8.13,The company had more than 20 principal operations and manufacturing facilities worldwide,0.17,0.09,1.0,7.53,-0.3299999999999999,-0.6000000000000005,-0.6000000000000005,数字/单位格式不一致（值相同）
5a88e605554299206df2b39c,292,What is the population of the town at the intersection of Interstate Highways 77 and  the longest Interstate highway within the borders of Virginia?,"8,211 at the 2010 census","8,211",0.4,1.0,0.25,12.73,"Wytheville's population was 8,211",0.25,0.25,0.25,8.14,-0.15,-4.59,-4.59,数字/单位格式不一致（值相同）
5a835c9f5542992ef85e228a,296,What army did the namesake of the ship launched as the München in 1930 fight in during the American Revolutionary War?,Continental Army,Continental Army,1.0,1.0,1.0,8.36,He served as inspector general and major general of the Continental Army,0.31,0.18,1.0,8.38,-0.69,0.0200000000000013,0.02000000000000135,多余解释/冗余输出（Precision掉）
5ae7edee554299540e5a56ad,297,The Church of the Guanche People was founded in the city that is on the most populated island of what larger area?,Macaronesia,Macaronesia,1.0,1.0,1.0,7.81,Canary Islands,0.0,0.0,0.0,8.03,-1.0,0.2199999999999997,0.21999999999999975,实体跑偏/证据跑偏
5adfbca255429942ec259b2c,300,"When did the rock band that sang ""All Join Hands"" rise to prominence?",early 1970s,Early 1970s,1.0,1.0,1.0,8.21,during the early 1970s,0.8,0.67,1.0,8.0,-0.1999999999999999,-0.2100000000000008,-0.21000000000000085,多余解释/冗余输出（Precision掉）
5ae24abc5542994d89d5b3c3,301,Where is the company that owns thanKing Horse pub restaurant chain based ?,"Bury St Edmunds,",Bury St Edmunds,1.0,1.0,1.0,7.84,"Bury St Edmunds, Suffolk, England",0.75,0.6,1.0,7.9,-0.25,0.0600000000000005,0.0600000000000005,多余解释/冗余输出（Precision掉）
5abffc41554299012d1db551,306,"The 1984 film ""Marlene"" is a documentary about an actress born in what year?",1901,1901,1.0,1.0,1.0,8.1,Marlene Dietrich,0.0,0.0,0.0,8.04,-1.0,-0.0600000000000005,-0.0600000000000005,实体跑偏/证据跑偏
5ae1801955429901ffe4aec4,313,Where is the Cocoa Krispies and former Superman sponsor located?,"Battle Creek, Michigan",Battle Creek,0.8,1.0,0.67,7.97,"Battle Creek, Michigan, United States",0.75,0.6,1.0,7.9,-0.05,-0.0699999999999994,-0.0699999999999994,实体跑偏/证据跑偏
5ae68fcb5542992ae0d1635b,316,"""Ew!"" is a song by a television host born where?","Bay Ridge, Brooklyn",Jimmy Fallon Bay Ridge,0.57,0.5,0.67,8.49,"American television host and comedian Jimmy Fallon, featuring American rapper will.i.am",0.0,0.0,0.0,8.02,-0.57,-0.4700000000000006,-0.47000000000000064,实体跑偏/证据跑偏
5a7cf29255429909bec768b8,333,The Ingerophrynus gollum is named after a character in a book that sold how many copies?,150 million copies,Over 150 million,0.67,0.67,0.67,8.44,None (no mention of book sales or copies),0.18,0.12,0.33,7.39,-0.49,-1.0499999999999998,-1.0499999999999998,实体跑偏/证据跑偏
5ab808ea5542991d3222380e,340,"What is the capacity of the Stadium, other than Kauffman Stadium, designed by Charles Deaton ?","76,416","76,416",1.0,1.0,1.0,7.97,"Arrowhead Stadium has a seating capacity of 76,416",0.25,0.14,1.0,7.92,-0.75,-0.0499999999999998,-0.04999999999999982,多余解释/冗余输出（Precision掉）
5add67555542992ae4cec54e,344,Which of these battles occurred earlier--the Battle of Peleliu or the Battle of Belleau Wood?,The Battle of Belleau Wood,Battle of Belleau Wood,1.0,1.0,1.0,8.1,Belleau Wood,0.67,1.0,0.5,8.35,-0.3299999999999999,0.25,0.25,实体跑偏/证据跑偏
5a8085705542992bc0c4a74b,345,Garden Island Naval Chapel is the oldest Chistian chapel of a naval branch of what defence force?,Australian Defence Force,Royal Australian Navy,0.33,0.33,0.33,8.61,Royal Australian Navy (RAN),0.29,0.25,0.33,7.78,-0.04,-0.8299999999999992,-0.8299999999999992,实体跑偏/证据跑偏
5ae7385d5542992ae0d163da,357,Bartlett's Bridge was built by the engineer who worked for the county seat of which Massachusetts county?,Worcester County,Worcester,0.67,1.0,0.5,8.48,city of Worcester,0.4,0.33,0.5,7.99,-0.27,-0.4900000000000002,-0.4900000000000002,实体跑偏/证据跑偏
5a89706055429951533612f9,362,Scott Sandelin grew up in a town in what Minnesota county?,Saint Louis County,Saint Louis,0.8,1.0,0.67,8.1,Hibbing,0.0,0.0,0.0,8.14,-0.8,0.0400000000000009,0.040000000000000924,实体跑偏/证据跑偏
5a80aeff5542996402f6a5eb,368,"For what ""first"" was Ivory Lee Brown's nephew credited for in Heisman Trophy balloting?",first freshman to finish as the runner-up,First freshman runner-up,0.73,1.0,0.57,8.63,He became the first freshman to finish as the runner-up in the Heisman Trophy balloting,0.7,0.54,1.0,7.71,-0.03,-0.9200000000000008,-0.9200000000000008,实体跑偏/证据跑偏
5ac3d9c9554299204fd21ea3,370,Erica Packer was the second wife of what Australian businessman?,James Packer,James Packer,1.0,1.0,1.0,7.53,"Australia's eighth richest man, James Packer",0.5,0.33,1.0,8.43,-0.5,0.8999999999999995,0.8999999999999995,多余解释/冗余输出（Precision掉）
5abc8620554299700f9d78e2,371,What type of media does Bitter Jester and Sicko have in common?,documentary,Documentary,1.0,1.0,1.0,8.48,documentary film,0.67,0.5,1.0,8.0,-0.3299999999999999,-0.4800000000000004,-0.4800000000000004,多余解释/冗余输出（Precision掉）
5a8c66db554299585d9e3683,375,"What year was the film ""Mom"" released, starring the voice of Shashaa Tirupati?",2017,2017,1.0,1.0,1.0,8.14,The film was released on 7 July 2017,0.25,0.14,1.0,8.24,-0.75,0.0999999999999996,0.09999999999999964,多余解释/冗余输出（Precision掉）
5ab7bae95542993667793ff4,382,Who did the Doncaster Belles play in the 1994 FA Women's Cup Final held at Glanford Park?,Knowsley United Women,Knowsley United Women,1.0,1.0,1.0,8.01,Doncaster Belles and Knowsley United Women,0.67,0.5,1.0,7.55,-0.3299999999999999,-0.4599999999999999,-0.45999999999999996,多余解释/冗余输出（Precision掉）
5a7c9f325542990527d554e6,383,What act for Innocent Records achieved Platinum sales and shares its name with a primary color in the RGB color model?,Blue,Blue,1.0,1.0,1.0,7.91,Atomic Kitten,0.0,0.0,0.0,8.18,-1.0,0.2699999999999996,0.2699999999999996,实体跑偏/证据跑偏
5ab48c325542996a3a969f93,394,In which county is the English king Harold Godwinson buried?,Essex,Essex,1.0,1.0,1.0,8.11,Waltham Abbey,0.0,0.0,0.0,8.11,-1.0,0.0,0.0,实体跑偏/证据跑偏
5a7a014a5542996c55b2dccf,397,"""Kapitän zur See"" Ernst Lindemann was the commander of which one of two battleships built for Nazi Germany's ""Kriegsmarine""?",Bismarck,Bismarck,1.0,1.0,1.0,7.68,"Kapitän zur See Ernst Lindemann was the only commander of the battleship ""Bismarck",0.17,0.09,1.0,8.07,-0.83,0.3900000000000005,0.39000000000000057,多余解释/冗余输出（Precision掉）
5a85c3a15542992a431d1b97,399,Snowdrop is a proprietary game engine first revealed with an online-only action role-playing video game developed by who?,Massive Entertainment,Massive Entertainment,1.0,1.0,1.0,8.05,Tom Clancy's The Division,0.0,0.0,0.0,8.09,-1.0,0.0399999999999991,0.03999999999999915,实体跑偏/证据跑偏
5adc094a55429947ff1738c0,403,American Blues included the drummer from which American rock band?,ZZ Top,ZZ Top,1.0,1.0,1.0,7.58,Frank Beard (musician),0.0,0.0,0.0,7.79,-1.0,0.2099999999999999,0.20999999999999996,同义词/别名未规范化
5a88f9555542995153361214,405,The Jeep Cherokee was originally sold as a variant of a Jeep model produced during what years?,1963 to 1991,Wagoneer (1963-1974),0.33,0.33,0.33,8.13,"Originally sold as a variant of the popular Jeep Wagoneer,",0.0,0.0,0.0,7.93,-0.33,-0.200000000000001,-0.20000000000000107,实体跑偏/证据跑偏
5abf44025542993fe9a41def,408,which writer has the highest number of skill  Langston Hughes or  Ian McEwan,Langston Hughes,Langston Hughes,1.0,1.0,1.0,8.07,Ian McEwan,0.0,0.0,0.0,7.68,-1.0,-0.3900000000000005,-0.39000000000000057,实体跑偏/证据跑偏
5ab531cc5542990594ba9d23,409,How large is the shopping mall where KGOT radio station has its studios ?,"728,000 ft²","728,000 ft²",1.0,1.0,1.0,7.78,"a 728,000 ft² shopping mall",0.67,0.5,1.0,8.15,-0.3299999999999999,0.3700000000000001,0.3700000000000001,多余解释/冗余输出（Precision掉）
5ae75a4c5542997b22f6a6f1,417,"The Bart the Fink episode of The Simpsons aired in February of 1996, and involves the host of which kiddie show?",The Itchy & Scratchy Show,Itchy & Scratchy Show,1.0,1.0,1.0,7.8,"He is the long-time clown host of Bart and Lisa's favorite TV show, a combination of kiddie variety television hijinks and cartoons including ""The Itchy & Scratchy Show",0.21,0.12,1.0,8.17,-0.79,0.3700000000000001,0.3700000000000001,实体跑偏/证据跑偏
5a8d7b1755429941ae14dfc6,420,What is the 2010 population of the city 2.1 miles southwest of Marietta Air Force Station?,"51,271","51,271",1.0,1.0,1.0,7.41,"As of the 2010 census, the city had a population of 51,271",0.2,0.11,1.0,7.79,-0.8,0.3799999999999999,0.3799999999999999,多余解释/冗余输出（Precision掉）
5ade42b55542992fa25da717,423,How many novels are there in the series of novels of which Shadows in Flight is the tenth novel ?,fifteen,Fifteen,1.0,1.0,1.0,7.89,"When released in 2012, it became the tenth novel published in the ""Ender's Game"" series",0.0,0.0,0.0,8.18,-1.0,0.29,0.29000000000000004,数字取值错误（值不同）
5abf10b75542997719eab659,425,What is the height of the player who won the 2015 AFL Rising Star award?,1.95 m,1.95 m,1.0,1.0,1.0,7.96,"A key forward, Hogan is 1.95 m tall and weighs 100 kg",0.31,0.18,1.0,7.4,-0.69,-0.5599999999999996,-0.5599999999999996,多余解释/冗余输出（Precision掉）
5add564a5542990dbb2f7e38,426,Las Vegas Festival Grounds is north of the hotel that is owned by which company?,MGM Resorts International,MGM Resorts International,1.0,1.0,1.0,7.85,MGM-owned Circus Circus Hotel and Casino,0.2,0.14,0.33,8.06,-0.8,0.2100000000000008,0.21000000000000085,实体跑偏/证据跑偏
5a729e7b5542992359bc313d,428,"Which river system in Chilhowie, Virginia was the starting place for most Longhunters?",Holston River,Holston River,1.0,1.0,1.0,8.01,Holston River Valley,0.8,0.67,1.0,7.98,-0.1999999999999999,-0.0299999999999993,-0.02999999999999936,多余解释/冗余输出（Precision掉）
5ade0fb95542997545bbbe39,436,How long is the river for which Frenchmans Creek is a tributary?,2844 km,7.51 km,0.5,0.5,0.5,8.28,measuring 7.51 km,0.4,0.33,0.5,7.62,-0.0999999999999999,-0.6599999999999993,-0.6599999999999993,数字取值错误（值不同）
5ab78edc5542995dae37e95c,437,Where is the school that Tyler Kalinoski went to located?,"located in Olathe, Kansas",Kansas,0.4,1.0,0.25,8.4,Olathe East High School,0.25,0.25,0.25,8.21,-0.15,-0.1899999999999995,-0.1899999999999995,实体跑偏/证据跑偏
5ab6aaff55429953192ad35b,448,What Cayman Islands registered Mandarin and Cantonese-language television broadcaster launched Phoenix Hong Kong Channel on 28 March 2011?,Phoenix Television,Phoenix Television,1.0,1.0,1.0,7.72,Phoenix Satellite Television Holdings Ltd or Phoenix Television,0.4,0.25,1.0,7.7,-0.6,-0.0199999999999995,-0.019999999999999574,多余解释/冗余输出（Precision掉）
5a7252db5542990c210a4104,451,What is the name of the oldest child that attended the Trump campaign-Russian meeting?,Donald Trump Jr.,Donald Trump Jr,1.0,1.0,1.0,8.12,Donald John Trump Jr,0.86,0.75,1.0,7.58,-0.14,-0.5399999999999991,-0.5399999999999991,实体跑偏/证据跑偏
5add311b5542994ed6169cc5,465,"What kind of dinosaur does Raymond Ochoa voice in the Pixar film ""The Good Dinosaur""?",Apatosaurus,Apatosaurus,1.0,1.0,1.0,8.43,"a young ""Apatosaurus",0.67,0.5,1.0,8.13,-0.3299999999999999,-0.2999999999999989,-0.29999999999999893,多余解释/冗余输出（Precision掉）
5ae789615542997ec2727695,469,Kam Heskin plays Paige Morgan in a 2004 film directed by who?,Martha Coolidge,Martha Coolidge,1.0,1.0,1.0,7.73,The Prince and Me,0.0,0.0,0.0,7.76,-1.0,0.0299999999999993,0.02999999999999936,实体跑偏/证据跑偏
5ac52fc35542994611c8b403,474,"Which ""Official Ireland"" group comprises about  78.3% of the population of Ireland?",The Catholic Church in Ireland,Catholic Church,0.67,1.0,0.5,8.09,"With 3.7 million members, it is the most populous Christian denomination in Ireland, comprising 78.3% of the population",0.2,0.12,0.5,7.73,-0.47,-0.3599999999999994,-0.35999999999999943,实体跑偏/证据跑偏
